nextBestPosition_X,nextBestPosition_Y,nextBestPosition_Z,Orientation_X,Orientation_Y,Orientation_Z
2.43526,1.60719,3.67105,-2.21486,-0.124441,1.40254
2.47031,1.60469,3.55156,0,3.14159,5.236
2.45,1.6,3.55,0,3.14159,4.1888
3.48397,1.34679,3.85577,-1.0472,3.14159,4.1888
